X,Y
1464, 4
633, 289
1101, 465
813, 98
381, 151
809, 41
740, 284
360, 37
1163, 389
2, 455
746, 373
1125, 85
1268, 141
768, 205
787, 11
698, 350
1119, 296
237, 375
845, 193
792, 42
408, 473
322, 329
1459, 290
698, 10
793, 354
1102, 273
1399, 155
1070, 1
277, 415
1165, 242
313, 173
405, 321
53, 18
326, 394
1441, 281
660, 217
84, 374
401, 327
1117, 474
1370, 168
1116, 408
1250, 281
1482, 221
1398, 216
1149, 386
1153, 111
506, 225
392, 240
728, 300
40, 438
8, 53
8, 2
633, 311
476, 110
639, 341
1139, 104
698, 317
401, 180
15, 480
777, 214
1065, 252
1166, 440
70, 441
1496, 487
1188, 101
340, 387
1071, 473
1071, 421
832, 159
279, 294
451, 416
717, 266
635, 324
1102, 270
1174, 415
687, 45
340, 477
42, 490
1034, 390
1137, 342
465, 99
882, 278
344, 143
81, 130
1156, 311
302, 46
1412, 51
1091, 453
1162, 309
296, 178
1471, 433
1171, 449
385, 195
339, 475
339, 295
1446, 272
1150, 484
1484, 1
52, 455
813, 73
94, 242
1072, 279
1065, 190
436, 27
1094, 486
789, 306
887, 478
1051, 127
782, 327
1471, 342
799, 493
618, 163
998, 154
376, 367
323, 363
44, 145
831, 341
1491, 372
340, 10
1050, 214
415, 39
1480, 474
1376, 172
697, 454
319, 492
771, 164
330, 492
320, 166
762, 102
1351, 186
1012, 174
356, 63
1490, 18
59, 386
1051, 274
1051, 213
1453, 465
1376, 170
617, 273
367, 336
780, 453
366, 224
302, 211
1195, 34
832, 223
818, 432
315, 380
8, 323
14, 94
280, 363
451, 458
1158, 64
1143, 94
661, 107
394, 98
215, 84
1163, 131
369, 12
273, 89
320, 425
475, 333
702, 142
280, 28
1050, 422
436, 336
449, 423
646, 112
796, 77
823, 154
765, 100
111, 328
1093, 61
853, 113
1471, 146
140, 240
49, 462
1172, 300
38, 205
1200, 304
836, 132
466, 62
320, 328
301, 16
500, 346
778, 384
1205, 61
710, 123
821, 445
1160, 293
778, 305
1235, 199
1085, 376
1117, 277
334, 140
1370, 106
90, 392
78, 416
749, 275
756, 61
379, 392
327, 471
870, 274
686, 196
747, 252
26, 263
986, 456
322, 318
1171, 487
397, 6
346, 135
425, 437
1124, 434
661, 93
783, 347
1191, 62
312, 493
395, 14
1145, 119
169, 184
735, 349
1386, 32
1167, 371
1132, 456
38, 22
1042, 66
673, 364
1474, 217
672, 485
67, 278
16, 240
1476, 438
423, 63
780, 73
818, 294
668, 117
1111, 269
1130, 326
1052, 267
445, 80
1417, 428
1044, 269
1012, 26
419, 33
820, 59
354, 452
110, 381
412, 122
332, 479
493, 368
1091, 323
1183, 209
424, 322
524, 295
20, 267
497, 267
628, 104
1221, 37
523, 442
1200, 404
886, 184
1048, 37
1141, 286
1108, 326
380, 200
368, 80
2, 154
344, 322
1178, 414
261, 122
86, 436
677, 478
855, 347
705, 84
349, 430
1182, 285
374, 335
748, 419
315, 154
1184, 446
783, 205
112, 121
1140, 102
34, 201
516, 3
334, 98
1043, 239
1447, 485
759, 107
348, 62
17, 163
1334, 370
627, 435
1185, 50
1094, 218
371, 398
1378, 154
1418, 292
37, 498
455, 267
352, 258
1409, 85
734, 43
46, 337
388, 369
407, 6
346, 51
1247, 463
293, 220
339, 174
123, 384
1376, 475
1065, 350
787, 149
409, 467
756, 143
1389, 294
1107, 422
473, 359
46, 426
818, 141
52, 401
1082, 430
843, 230
114, 129
352, 6
23, 386
1150, 443
1110, 291
1476, 321
1448, 166
452, 418
710, 299
1193, 236
844, 339
1020, 109
998, 266
1095, 19
1143, 230
67, 49
1487, 284
1153, 281
1146, 119
420, 445
85, 407
262, 242
335, 7
1194, 468
771, 307
337, 300
472, 329
292, 484
789, 405
1490, 339
1131, 316
290, 20
339, 151
1279, 195
1455, 140
37, 268
382, 410
689, 347
260, 226
323, 298
387, 223
1144, 83
697, 21
1206, 11
1455, 51
1036, 407
1276, 93
316, 30
1461, 413
393, 453
60, 106
1157, 337
402, 255
637, 491
754, 59
1480, 344
15, 434
332, 280
379, 55
772, 22
864, 171
1146, 420
1153, 239
719, 71
59, 274
710, 109
700, 165
1129, 154
1136, 424
1106, 401
1179, 457
794, 464
1035, 77
830, 32
32, 42
431, 11
1087, 229
470, 72
1389, 243
1280, 364
436, 439
315, 466
339, 84
394, 414
1426, 210
1472, 364
1244, 176
1175, 464
502, 100
1474, 307
20, 391
51, 213
309, 77
848, 186
805, 495
739, 132
1489, 258
1478, 445
1139, 492
745, 257
347, 374
125, 160
672, 38
356, 12
714, 466
761, 36
270, 476
1078, 494
459, 302
323, 409
392, 130
1053, 254
418, 129
610, 113
338, 472
699, 225
811, 173
758, 162
783, 499
100, 321
817, 10
886, 198
635, 278
1161, 180
1084, 414
1127, 426
634, 479
34, 377
17, 116
792, 111
442, 426
1107, 487
817, 500
650, 309
1047, 283
342, 44
1136, 373
1482, 220
1181, 16
657, 268
1183, 383
312, 493
725, 337
321, 121
1080, 420
480, 440
1130, 238
1155, 285
662, 107
250, 355
1420, 258
731, 31
691, 196
1050, 289
1423, 362
828, 78
1109, 330
857, 275
768, 234
1085, 55
232, 8
85, 269
1057, 76
1155, 286
1218, 199
783, 186
70, 152
1420, 378
1099, 250
1495, 309
1057, 143
835, 30
1077, 22
276, 446
399, 361
667, 261
288, 498
339, 56
94, 345
450, 265
1495, 441
832, 376
1019, 130
1388, 69
1023, 443
1221, 348
413, 175
1429, 456
735, 418
55, 483
731, 270
290, 342
713, 19
133, 153
390, 284
1106, 327
752, 376
1064, 281
439, 478
284, 366
394, 380
1210, 119
59, 321
667, 150
720, 435
424, 160
1150, 240
399, 438
616, 484
753, 408
700, 36
769, 349
755, 349
323, 412
1088, 15
774, 41
714, 131
1146, 482
278, 389
1496, 438
370, 222
303, 9
691, 4
1029, 340
763, 489
760, 342
274, 416
805, 107
1266, 249
792, 407
1409, 457
731, 189
1267, 498
1461, 399
49, 231
281, 101
765, 484
363, 314
689, 189
442, 270
57, 209
12, 305
777, 387
1480, 204
991, 212
1459, 21
1026, 381
387, 175
679, 282
1115, 93
391, 275
1104, 149
772, 250
442, 96
1415, 152
107, 496
682, 96
687, 409
1382, 279
1457, 251
306, 232
348, 51
669, 446
1184, 427
843, 321
1469, 111
1035, 382
792, 399
146, 287
792, 203
7, 454
351, 181
469, 195
1175, 94
1438, 114
357, 375
969, 404
712, 163
12, 316
805, 240
1246, 220
1301, 384
287, 156
258, 24
399, 486
316, 128
1455, 376
782, 121
35, 384
1460, 276
1107, 353
85, 330
461, 226
733, 260
300, 356
1221, 148
850, 47
1094, 476
511, 295
1056, 295
410, 413
77, 367
272, 449
1231, 134
1107, 85
41, 159
504, 132
1097, 426
664, 415
1065, 370
736, 375
1473, 315
669, 120
428, 67
64, 479
406, 56
49, 277
391, 462
781, 119
688, 77
12, 88
104, 191
756, 158
310, 294
1186, 205
1424, 110
1253, 400
1267, 416
1034, 218
56, 432
875, 337
1426, 332
66, 71
460, 93
392, 23
1145, 60
1111, 488
405, 356
668, 424
359, 388
1169, 18
359, 176
263, 56
496, 230
724, 404
1132, 135
1075, 16
23, 246
658, 167
1256, 483
1157, 31
445, 371
308, 205
1456, 380
1037, 81
325, 31
816, 140
1476, 119
26, 323
1174, 364
319, 380
746, 39
51, 53
445, 55
46, 141
803, 112
1382, 375
48, 158
33, 380
413, 453
793, 384
1140, 194
1237, 140
423, 76
870, 20
1151, 302
1476, 316
270, 68
1088, 393
52, 126
355, 336
1200, 280
729, 432
1146, 25
395, 100
401, 49
1120, 170
250, 438
1079, 262
71, 456
333, 102
1133, 490
378, 423
830, 139
37, 190
423, 298
302, 492
1165, 327
420, 391
1406, 367
1264, 39
962, 301
1488, 381
89, 3
426, 179
16, 57
726, 239
1225, 437
439, 309
1241, 459
349, 44
701, 138
386, 340
1475, 115
825, 94
453, 182
16, 51
401, 115
44, 340
1141, 500
1182, 75
1126, 457
495, 440
1466, 266
95, 87
1157, 96
761, 249
390, 272
384, 245
418, 25
880, 61
305, 95
1192, 235
1166, 94
328, 353
835, 23
1217, 50
526, 3
721, 460
378, 499
1175, 93
1380, 257
1165, 487
1186, 152
1247, 82
1129, 231
747, 158
402, 90
3, 120
1090, 263
405, 349
1358, 411
1121, 227
775, 324
63, 400
129, 30
381, 497
21, 292
1495, 152
765, 257
753, 31
334, 397
832, 340
17, 310
371, 250
37, 472
848, 76
719, 418
1144, 371
1492, 203
740, 290
1026, 419
1180, 319
1163, 240
1467, 64
1447, 88
1459, 184
780, 210
76, 200
459, 56
410, 46
359, 317
387, 131
793, 124
11, 130
1116, 489
683, 52
411, 342
1106, 146
58, 55
448, 414
1184, 142
607, 357
1453, 56
1124, 219
865, 419
405, 386
1147, 95
815, 500
1179, 415
284, 409
27, 130
755, 336
9, 170
350, 273
1022, 392
46, 405
1455, 344
810, 316
270, 152
307, 489
1100, 158
1449, 498
1031, 180
356, 63
393, 236
1443, 233
29, 500
6, 138
753, 6
975, 29
420, 298
1112, 248
1089, 339
1038, 65
1050, 43
387, 343
1342, 367
39, 52
455, 130
1024, 336
306, 477
1467, 340
389, 150
331, 493
382, 166
1102, 134
377, 451
449, 127
505, 470
1068, 120
730, 201
1103, 18
820, 135
1409, 175
872, 306
1378, 99
1108, 292
1098, 395
730, 464
1070, 398
375, 363
1140, 383
61, 472
328, 225
1202, 388
414, 44
1164, 416
476, 321
791, 327
584, 426
319, 104
1398, 256
361, 162
746, 328
0, 363
1130, 350
1056, 231
713, 286
1471, 468
790, 387
1064, 364
1085, 466
1009, 199
1183, 208
288, 228
821, 259
283, 275
1165, 300
26, 492
1145, 85
777, 464
298, 94
809, 420
1044, 335
648, 1
652, 350
1373, 304
64, 58
468, 425
1467, 102
1429, 486
1400, 136
1149, 158
1494, 51
749, 117
815, 45
741, 448
75, 106
1407, 472
1227, 64
348, 376
394, 60
1125, 129
1433, 403
4, 379
788, 48
255, 261
376, 109
29, 11
379, 69
285, 114
1497, 409
433, 239
1143, 356
1199, 117
15, 73
431, 57
808, 127
93, 338
844, 312
1270, 268
827, 299
90, 185
4, 210
1002, 224
1147, 376
1428, 421
1021, 217
434, 199
808, 274
84, 128
48, 256
1410, 272
314, 0
798, 133
383, 246
670, 188
1035, 389
1036, 186
1204, 185
383, 167
992, 493
30, 284
86, 62
1169, 205
1430, 480
808, 216
5, 217
290, 323
734, 29
381, 446
1428, 132
1487, 360
410, 234
1486, 419
895, 105
313, 233
1120, 419
403, 78
355, 290
995, 331
742, 464
1439, 472
722, 143
296, 467
76, 279
84, 365
279, 30
347, 125
812, 149
855, 117
1054, 322
1431, 310
381, 291
454, 367
369, 260
789, 57
2, 168
333, 392
1097, 167
342, 290
1420, 227
740, 242
1204, 453
425, 23
316, 425
61, 435
847, 208
328, 198
1448, 354
73, 1
1049, 301
489, 336
690, 326
344, 322
1138, 472
1087, 442
810, 212
1448, 175
1100, 15
1182, 487
688, 476
1156, 438
812, 438
1247, 67
827, 498
1496, 93
1106, 9
1462, 333
1117, 179
59, 85
310, 159
786, 234
807, 224
12, 200
1102, 423
2, 215
70, 381
285, 54
1484, 197
10, 175
741, 404
1464, 48
394, 300
742, 165
1457, 170
415, 343
743, 171
37, 204
807, 463
779, 244
1480, 237
52, 226
733, 207
1392, 402
1148, 24
121, 201
1420, 301
1479, 257
1102, 265
319, 394
463, 112
1035, 377
710, 213
1236, 342
1425, 8
116, 5
1156, 287
673, 41
740, 344
1136, 244
873, 410
686, 478
1464, 241
1088, 483
443, 465
727, 62
761, 379
73, 326
1433, 30
404, 171
752, 419
1065, 11
616, 303
337, 76
85, 241
99, 144
55, 313
1067, 152
363, 17
845, 275
80, 144
104, 326
691, 331
1161, 472
1050, 372
1197, 317
753, 153
673, 207
811, 304
1192, 1
756, 415
66, 332
796, 108
1167, 212
1431, 484
789, 190
105, 161
1142, 26
795, 125
422, 378
839, 55
1183, 63
41, 257
695, 121
1064, 109
1058, 256
390, 362
373, 226
1137, 98
1169, 28
35, 115
110, 165
315, 39
1372, 65
1061, 77
756, 226
1494, 462
292, 320
30, 480
745, 470
1472, 43
96, 387
757, 62
76, 36
1145, 329
686, 424
123, 372
810, 105
398, 102
783, 416
1495, 445
409, 158
135, 242
1435, 21
3, 161
389, 65
43, 445
1495, 339
138, 240
1493, 78
801, 445
379, 428
1022, 368
1137, 458
1151, 344
654, 213
1411, 306
1063, 191
246, 232
672, 151
793, 206
1462, 117
1111, 289
50, 6
458, 158
746, 41
424, 189
1471, 49
1037, 490
376, 390
790, 355
1081, 383
1473, 285
353, 474
1172, 39
1124, 172
1491, 339
377, 131
1351, 124
664, 296
713, 116
1497, 375
26, 54
36, 368
1440, 452
1091, 444
719, 62
1117, 370
415, 222
617, 92
764, 402
703, 160
704, 283
1250, 300
1489, 422
33, 88
797, 333
45, 420
812, 419
755, 372
1464, 397
79, 178
453, 498
1248, 60
701, 120
1249, 392
404, 462
683, 480
1465, 305
27, 188
667, 91
1032, 140
1160, 59
1106, 295
1465, 340
794, 136
1430, 111
1072, 343
252, 225
1008, 403
26, 331
806, 200
1047, 257
391, 421
1110, 234
108, 284
376, 452
85, 367
362, 382
1137, 227
326, 188
1443, 462
1062, 426
504, 263
708, 497
482, 207
1041, 313
302, 288
850, 277
46, 345
681, 64
29, 498
1150, 3
387, 47
1479, 72
1251, 455
1023, 364
1098, 22
1423, 166
693, 167
150, 445
1273, 15
1436, 97
1451, 144
729, 136
629, 491
692, 438
55, 320
260, 481
438, 220
867, 498
329, 232
324, 330
326, 257
1208, 262
729, 389
1479, 13
689, 139
396, 166
833, 11
1407, 324
1126, 402
63, 472
60, 257
350, 354
1495, 172
1151, 373
650, 48
411, 494
1230, 311
724, 26
777, 166
321, 499
1165, 121
1022, 36
425, 7
5, 456
1112, 383
1401, 278
50, 9
1442, 299
823, 20
21, 7
397, 264
703, 450
356, 296
1215, 249
832, 22
682, 105
749, 193
1400, 374
350, 149
699, 195
427, 439
772, 3
504, 231
1160, 238
1212, 437
1102, 323
732, 257
836, 195
26, 467
1139, 289
393, 485
1229, 301
66, 43
6, 123
626, 77
784, 111
774, 209
723, 313
366, 213
771, 400
348, 192
1051, 152
424, 339
1105, 406
1160, 255
993, 82
1492, 403
273, 393
328, 238
1479, 374
1161, 9
1471, 445
373, 407
89, 4
1243, 61
392, 68
392, 83
761, 156
294, 15
9, 456
681, 223
722, 114
1399, 303
1176, 390
1125, 248
681, 356
484, 183
350, 64
725, 39
38, 200
1380, 410
25, 340
1042, 121
1074, 313
353, 151
1035, 42
349, 187
1023, 73
1498, 236
350, 241
1108, 248
444, 444
667, 293
47, 196
1477, 377
422, 103
857, 279
1483, 394
268, 322
106, 348
391, 187
12, 432
420, 306
356, 195
107, 14
1124, 299
1138, 137
746, 376
1478, 379
602, 364
389, 126
1142, 211
1062, 302
270, 243
75, 238
1134, 349
419, 469
797, 0
1332, 354
348, 168
44, 66
978, 258
761, 172
1450, 182
400, 65
71, 153
45, 36
1195, 152
1204, 476
703, 100
1168, 263
620, 94
62, 477
475, 238
1144, 268
1248, 145
1105, 45
693, 439
812, 220
727, 83
1369, 224
1101, 103
1057, 183
881, 423
1458, 230
1463, 328
1043, 451
386, 19
1476, 443
342, 260
1, 478
39, 401
93, 378
1436, 494
42, 104
1021, 147
750, 3
500, 195
1452, 407
19, 259
1079, 150
1445, 16
1036, 53
773, 343
806, 194
1383, 40
1082, 500
428, 430
488, 263
351, 132
29, 492
1281, 82
1485, 490
667, 101
443, 195
447, 120
1466, 288
1397, 265
1491, 270
439, 96
688, 457
1156, 110
1235, 173
1005, 19
700, 444
1128, 149
396, 342
285, 432
416, 75
253, 106
498, 130
472, 437
741, 75
789, 67
1144, 294
1458, 381
53, 463
263, 48
39, 64
48, 189
380, 28
452, 139
1407, 291
1125, 298
306, 442
208, 264
54, 189
1081, 287
828, 500
1099, 220
1071, 252
847, 445
603, 216
860, 314
837, 356
1408, 74
56, 0
12, 359
80, 411
1175, 255
850, 391
784, 382
10, 428
359, 430
1213, 369
1070, 56
634, 451
694, 127
980, 421
625, 157
388, 381
1180, 128
1204, 481
1440, 485
57, 293
72, 14
1392, 47
108, 375
723, 489
424, 165
1074, 214
818, 147
795, 172
820, 437
709, 391
1132, 399
1481, 278
1273, 466
1461, 77
1280, 110
1353, 161
39, 73
34, 282
363, 294
712, 435
1093, 500
436, 410
1057, 151
1408, 341
738, 250
1115, 298
1005, 481
53, 133
343, 118
709, 288
1236, 63
1133, 136
709, 264
781, 275
759, 362
7, 73
1466, 76
787, 488
1146, 391
223, 94
18, 495
1489, 6
691, 242
1147, 185
75, 377
1089, 324
757, 483
734, 43
1126, 53
752, 182
350, 261
1143, 22
851, 220
731, 206
480, 127
1130, 433
352, 413
344, 57
1484, 135
809, 27
40, 118
761, 265
463, 321
259, 119
820, 141
1498, 13
770, 406
444, 45
699, 462
1241, 260
1432, 444
749, 280
385, 312
102, 40
690, 214
1103, 471
1402, 151
1387, 150
1173, 87
1146, 277
357, 264
292, 79
425, 58
1089, 18
360, 88
75, 380
289, 35
1477, 378
319, 385
1127, 174
1153, 14
1122, 128
804, 211
341, 17
61, 244
755, 426
1009, 344
407, 85
332, 225
76, 242
315, 111
316, 155
32, 36
1379, 424
817, 464
1099, 208
757, 164
749, 360
37, 243
1007, 173
1231, 258
442, 303
654, 177
336, 348
459, 226
1399, 231
337, 463
1023, 470
1414, 213
746, 153
1206, 413
792, 410
285, 401
1070, 105
64, 278
311, 332
1442, 447
45, 362
24, 378
1430, 188
72, 267
845, 118
1079, 46
1103, 225
842, 169
37, 469
114, 180
690, 82
138, 76
758, 475
813, 92
1036, 434
1435, 352
783, 486
1394, 54
715, 300
464, 157
496, 395
1227, 259
317, 402
418, 260
1493, 64
634, 34
1084, 470
370, 80
880, 252
20, 115
477, 14
1168, 464
670, 120
1151, 290
712, 217
724, 454
237, 37
788, 192
380, 8
1012, 124
1061, 334
835, 488
411, 115
1147, 259
1142, 359
766, 136
646, 51
1429, 89
329, 73
992, 268
847, 226
1154, 481
883, 404
1183, 7
799, 225
334, 242
1216, 275
859, 20
80, 427
350, 130
1493, 195
733, 209
1484, 325
16, 392
1128, 122
876, 41
1095, 273
1106, 50
166, 452
322, 440
1158, 38
1494, 234
1004, 68
1177, 332
1062, 386
1138, 314
798, 183
655, 413
772, 435
726, 321
1494, 67
1148, 78
40, 93
1490, 298
683, 22
803, 148
323, 78
821, 122
354, 72
377, 320
863, 485
761, 380
716, 230
29, 488
1025, 130
332, 2
867, 165
393, 319
19, 88
290, 364
1170, 302
1052, 415
1156, 108
5, 126
1197, 51
856, 363
290, 493
1166, 130
280, 113
1157, 239
1006, 65
713, 442
67, 388
887, 165
354, 394
344, 424
689, 408
1492, 309
840, 367
325, 211
696, 291
221, 421
751, 450
1254, 498
805, 206
395, 374
777, 281
833, 143
310, 43
734, 128
287, 456
402, 429
515, 180
540, 458
1046, 151
438, 256
1490, 411
34, 201
286, 484
1169, 491
674, 63
616, 207
700, 51
691, 298
870, 181
297, 457
697, 119
1194, 69
1175, 379
696, 353
1137, 323
894, 457
1060, 278
1197, 168
1101, 349
1069, 214
299, 480
1432, 82
698, 487
795, 325
60, 254
795, 308
995, 166
1054, 161
1016, 348
462, 383
67, 122
1089, 262
1469, 350
1399, 412
352, 453
621, 386
1200, 53
1156, 313
1143, 81
41, 251
1075, 147
60, 286
377, 217
670, 85
1203, 341
1087, 133
1147, 38
1114, 261
1094, 287
770, 397
860, 316
776, 219
1039, 323
1481, 461
302, 449
55, 198
849, 499
829, 264
1112, 111
1217, 128
1122, 359
1139, 189
1152, 465
388, 359
65, 453
1108, 214
1256, 183
1431, 25
346, 232
631, 315
1150, 77
1360, 215
48, 392
1054, 91
1493, 359
74, 472
1053, 326
21, 5
1098, 82
508, 350
1145, 185
1398, 212
1464, 170
110, 58
1112, 483
784, 25
38, 450
1486, 373
1109, 104
286, 467
1142, 219
372, 85
45, 381
1433, 410
417, 195
1429, 278
402, 122
1487, 109
439, 450
112, 137
1190, 194
1229, 337
767, 320
436, 229
1119, 145
1111, 26
729, 292
1489, 190
1486, 395
63, 68
660, 485
815, 43
1286, 230
485, 85
60, 458
1217, 233
1175, 80
1062, 463
774, 237
775, 211
1066, 164
1383, 234
326, 191
47, 483
855, 489
778, 62
1182, 31
265, 449
484, 249
61, 201
1164, 13
1068, 448
1083, 317
842, 184
780, 207
1428, 322
504, 483
984, 132
498, 214
1, 444
57, 265
49, 162
1498, 230
1037, 83
1124, 11
331, 102
502, 311
1081, 17
1209, 144
711, 275
94, 356
854, 312
711, 396
1158, 127
696, 189
1453, 325
1058, 463
721, 206
1096, 442
340, 344
1420, 383
445, 167
900, 259
1418, 441
393, 310
1101, 92
1364, 272
392, 338
1181, 414
293, 305
736, 178
322, 279
419, 239
772, 257
721, 46
867, 487
1383, 304
776, 175
422, 177
678, 401
305, 458
219, 324
406, 397
1421, 173
1477, 73
328, 196
359, 370
1411, 356
306, 346
835, 71
371, 152
1416, 125
1426, 98
299, 390
79, 126
1113, 479
699, 44
78, 2
602, 123
22, 381
424, 256
84, 127
1261, 357
1076, 165
1474, 291
1429, 435
415, 461
1432, 223
442, 159
1177, 162
43, 174
258, 357
287, 398
411, 345
28, 456
1149, 224
32, 284
1096, 256
1448, 163
70, 39
741, 336
1481, 410
97, 184
355, 161
1422, 96
810, 458
389, 192
275, 327
700, 347
1106, 9
317, 407
1159, 434
293, 317
397, 387
94, 385
58, 143
377, 138
841, 21
1453, 34
41, 230
1384, 480
421, 69
807, 88
466, 85
781, 223
104, 180
1126, 476
868, 357
153, 37
420, 92
1080, 25
1103, 163
288, 363
408, 383
779, 454
446, 17
1491, 276
1030, 280
1145, 100
646, 98
1030, 318
294, 402
735, 398
845, 496
1009, 62
381, 64
1482, 256
1257, 315
331, 70
1472, 195
772, 43
702, 93
1140, 82
1373, 173
331, 495
318, 294
666, 87
1126, 301
1069, 138
1164, 258
1181, 248
1035, 373
15, 97
242, 116
24, 160
716, 41
1021, 80
1233, 128
1116, 342
1137, 320
67, 263
844, 495
1183, 189
787, 348
664, 27
1108, 362
1186, 349
1473, 27
1096, 243
399, 489
241, 269
1365, 255
685, 109
295, 186
1144, 489
377, 222
1460, 266
389, 203
88, 113
478, 402
1440, 388
364, 470
1472, 480
1480, 88
806, 150
1495, 443
263, 45
465, 493
808, 200
318, 204
864, 296
117, 479
246, 322
688, 416
1374, 418
1437, 75
867, 393
353, 161
733, 435
723, 27
469, 9
701, 57
30, 76
656, 207
1058, 494
1450, 391
359, 201
1230, 179
467, 446
1145, 122
753, 266
517, 272
1134, 182
615, 475
1199, 146
1205, 165
1010, 424
1209, 455
1482, 236
668, 283
827, 454
730, 448
647, 188
774, 408
1054, 374
10, 490
1123, 382
1495, 409
393, 2
1215, 490
1008, 21
1108, 148
1154, 215
997, 431
4, 256
741, 331
333, 378
803, 50
416, 245
989, 320
1136, 209
394, 408
1497, 257
1158, 160
1061, 418
368, 273
466, 338
1124, 330
822, 301
30, 340
403, 57
1138, 30
369, 233
57, 467
1264, 43
1336, 9
35, 173
753, 286
1109, 278
1042, 132
327, 126
362, 62
822, 246
749, 248
269, 284
1143, 381
818, 351
242, 105
525, 453
462, 482
1027, 31
56, 407
783, 31
460, 454
1017, 98
426, 116
731, 456
836, 138
1226, 51
688, 338
1048, 429
1497, 303
670, 187
362, 394
800, 390
1244, 304
738, 455
1099, 387
1130, 463
230, 161
705, 94
1077, 453
1196, 236
1026, 404
702, 281
774, 265
1076, 20
748, 8
1037, 153
1403, 483
1043, 311
352, 402
543, 336
365, 260
647, 249
349, 199
355, 282
1399, 69
693, 43
795, 186
659, 41
708, 92
1027, 135
417, 208
1494, 223
328, 155
1183, 358
467, 456
1446, 283
392, 91
405, 142
1237, 433
507, 220
372, 49
1413, 481
1463, 263
362, 295
1402, 379
1415, 443
101, 321
900, 108
1482, 203
1455, 77
1468, 126
1137, 73
703, 30
885, 336
309, 250
1201, 89
461, 258
1021, 123
826, 402
403, 177
336, 108
1106, 430
1495, 446
34, 318
773, 109
1035, 12
374, 182
1092, 286
448, 11
799, 7
613, 132
850, 330
1156, 473
1212, 268
237, 222
443, 132
700, 255
1485, 297
437, 370
1489, 499
433, 241
1444, 486
684, 322
751, 71
1072, 407
777, 294
790, 214
804, 70
1036, 2
758, 115
822, 331
984, 429
1084, 179
812, 259
308, 387
763, 323
1418, 233
1419, 356
1086, 440
371, 193
1041, 492
655, 378
403, 401
677, 376
800, 238
467, 201
1479, 79
827, 360
744, 17
1199, 0
661, 6
490, 189
427, 106
841, 152
1471, 336
387, 170
417, 404
744, 374
477, 323
1494, 158
88, 60
1067, 467
44, 163
1184, 312
1480, 125
1124, 18
1418, 306
348, 272
1066, 115
854, 240
686, 207
771, 36
397, 365
67, 331
442, 105
1435, 448
1024, 423
4, 410
1448, 446
444, 260
798, 398
1468, 468
61, 363
1174, 107
105, 147
353, 154
425, 137
85, 444
858, 268
1411, 483
346, 489
676, 391
788, 308
1091, 236
278, 452
1480, 229
453, 309
721, 88
701, 257
1174, 419
704, 406
1130, 195
1422, 454
1368, 423
677, 40
1261, 116
71, 73
363, 20
390, 46
31, 19
881, 391
412, 208
793, 9
18, 470
694, 26
261, 214
845, 482
369, 153
1097, 135
1126, 441
698, 178
1172, 200
842, 409
1142, 496
652, 408
6, 385
1481, 438
807, 400
1445, 492
471, 483
817, 297
319, 463
802, 137
144, 218
1389, 184
1165, 432
37, 457
329, 410
656, 25
364, 289
260, 364
65, 220
1186, 95
807, 101
399, 16
1425, 353
1225, 277
768, 347
394, 231
7, 31
505, 439
88, 129
1122, 236
1072, 217
601, 331
992, 353
291, 112
260, 329
738, 366
666, 116
1398, 432
758, 187
413, 100
1426, 25
717, 31
701, 156
1110, 270
695, 43
255, 157
965, 143
75, 54
673, 446
1205, 109
733, 29
868, 26
474, 163
1487, 142
23, 327
744, 64
735, 276
284, 128
712, 91
410, 130
1436, 434
1486, 452
736, 416
696, 103
1361, 319
1120, 146
380, 466
1030, 42
1422, 203
1090, 377
1493, 13
453, 14
897, 315
1146, 69
1421, 396
113, 103
1203, 189
320, 191
688, 263
642, 383
1030, 168
1432, 280
1466, 308
378, 96
389, 176
55, 94
16, 7
1027, 92
150, 201
1022, 170
3, 70
378, 419
704, 202
348, 310
524, 102
1442, 37
1479, 157
4, 102
1214, 269
1074, 17
1281, 201
1482, 314
314, 219
1089, 133
1214, 342
260, 467
1492, 261
812, 249
59, 358
1428, 285
1032, 494
412, 336
1104, 275
48, 174
1028, 258
3, 62
19, 306
358, 293
301, 425
1172, 362
1104, 70
856, 411
767, 274
388, 116
1087, 151
1114, 83
1403, 443
670, 28
664, 349
1484, 62
265, 128
1196, 489
441, 388
1115, 86
760, 54
1056, 349
1119, 470
377, 76
662, 298
248, 138
62, 430
705, 43
808, 155
341, 229
1493, 268
1089, 18
772, 418
619, 196
803, 379
504, 253
1413, 1
1120, 418
1201, 379
30, 13
1470, 313
385, 352
714, 116
1417, 396
1, 390
114, 259
366, 135
818, 75
310, 345
80, 99
1145, 87
1173, 480
1474, 101
1488, 12
785, 122
1481, 366
381, 346
1140, 443
1185, 26
24, 99
1112, 400
397, 198
29, 202
428, 197
393, 136
1496, 467
340, 325
761, 328
1201, 84
26, 62
62, 208
647, 35
1495, 164
406, 319
1142, 287
374, 204
348, 9
1196, 201
375, 186
404, 127
1395, 428
744, 314
390, 301
734, 267
691, 119
317, 446
1113, 497
783, 433
1194, 374
826, 209
107, 241
246, 381
1431, 464
1170, 180
416, 342
1070, 162
356, 340
261, 105
998, 249
3, 175
1418, 73
1102, 451
1118, 17
263, 129
12, 125
629, 152
1177, 385
1063, 183
344, 477
410, 445
1133, 200
685, 251
765, 254
777, 41
263, 275
368, 103
6, 319
794, 341
